Pathway_ID	Pathway_Name	Accession_Count	Accessions
Reactome: R-HSA-180534	Vpu mediated degradation of CD4	79	Dcitr06g0539011;Dcitr02g0738011;Dcitr02g1444011;Dcitr06g1296011;Dcitr05g0453011;Dcitr09g0188011;Dcitr00g1173011;Dcitr00g0877011;Dcitr03g1691011;Dcitr06g0669011;Dcitr04g1203011;Dcitr06g0639011;Dcitr00g0535011;Dcitr03g0908011;Dcitr04g1412011;Dcitr02g1455011;Dcitr02g1206011;Dcitr00g0823011;Dcitr03g0471011;Dcitr09g0184011;Dcitr06g1291011;Dcitr03g1691012;Dcitr04g1433011;Dcitr03g0914011;Dcitr04g1223011;Dcitr09g0970011;Dcitr02g0589011;Dcitr06g0539013;Dcitr09g0968011;Dcitr05g0452011;Dcitr00g1365011;Dcitr01g0474011;Dcitr04g1378011;Dcitr01g1647011;Dcitr09g0755011;Dcitr06g0497011;Dcitr06g0638011;Dcitr10g0292012;Dcitr06g0379011;Dcitr02g1483011;Dcitr00g1450011;Dcitr09g0760011;Dcitr09g0730011;Dcitr05g1471011;Dcitr06g0478011;Dcitr06g0539012;Dcitr03g0872011;Dcitr10g0436011;Dcitr06g0382011;Dcitr03g0469011;Dcitr06g0670011;Dcitr00g1146011;Dcitr03g1689011;Dcitr03g0900011;Dcitr02g1799011;Dcitr05g1464011;Dcitr03g0869011;Dcitr06g0536011;Dcitr03g1691013;Dcitr01g1242011;Dcitr02g0591011;Dcitr06g0480011;Dcitr00g1531011;Dcitr02g0728011;Dcitr02g1801011;Dcitr04g0369011;Dcitr10g0434011;Dcitr03g1691014;Dcitr10g0294011;Dcitr03g0366011;Dcitr10g0292011;Dcitr04g0395011;Dcitr01g0481011;Dcitr03g0873011;Dcitr00g0826011;Dcitr02g1200011;Dcitr09g0754011;Dcitr02g1456011;Dcitr03g0901011
Reactome: R-HSA-917977	Transferrin endocytosis and recycling	36	Dcitr00g0642011;Dcitr09g0873013;Dcitr09g0210011;Dcitr00g0632011;Dcitr00g0641011;Dcitr00g0488011;Dcitr09g0873014;Dcitr02g0156013;Dcitr01g0123011;Dcitr07g0167011;Dcitr09g0250011;Dcitr07g0433011;Dcitr00g0780011;Dcitr02g0156011;Dcitr06g1111011;Dcitr05g0589011;Dcitr11g0881011;Dcitr07g0692011;Dcitr02g0156012;Dcitr12g0858011;Dcitr06g0911011;Dcitr07g0432011;Dcitr02g0153011;Dcitr09g0873011;Dcitr09g0873012;Dcitr09g0253011;Dcitr03g1973011;Dcitr06g1110011;Dcitr07g0693011;Dcitr01g0124011;Dcitr02g0156014;Dcitr09g0203011;Dcitr02g0156015;Dcitr04g0693011;Dcitr12g0856011;Dcitr00g0640011
Reactome: R-HSA-112308	Presynaptic depolarization and calcium channel opening	5	Dcitr04g1580011;Dcitr04g1567011;Dcitr08g0742011;Dcitr04g1175011;Dcitr04g1173011
Reactome: R-HSA-3560783	Defective B4GALT7 causes EDS, progeroid type	4	Dcitr01g1853011;Dcitr09g0467011;Dcitr09g0437011;Dcitr09g0438011
Reactome: R-HSA-6782315	tRNA modification in the nucleus and cytosol	40	Dcitr01g0343011;Dcitr01g1520011;Dcitr06g0154012;Dcitr12g0784011;Dcitr12g0455011;Dcitr05g0193011;Dcitr04g0644011;Dcitr02g0677011;Dcitr10g0895011;Dcitr02g0674011;Dcitr04g0396011;Dcitr10g0467011;Dcitr00g1476011;Dcitr10g0857011;Dcitr10g0859011;Dcitr10g0473011;Dcitr01g0354012;Dcitr04g0579011;Dcitr07g0666011;Dcitr04g0576011;Dcitr07g0759011;Dcitr05g0301011;Dcitr10g0900011;Dcitr01g0354011;Dcitr04g0639011;Dcitr02g0675011;Dcitr05g0308011;Dcitr02g0670011;Dcitr05g1322011;Dcitr10g0562011;Dcitr12g0123011;Dcitr04g0253011;Dcitr10g0853011;Dcitr12g0457011;Dcitr02g0678011;Dcitr06g0154011;Dcitr04g0419011;Dcitr05g0194011;Dcitr12g0779011;Dcitr05g1321011
Reactome: R-HSA-8949613	Cristae formation	36	Dcitr03g0156011;Dcitr12g0517011;Dcitr02g1189011;Dcitr03g0148011;Dcitr12g0492011;Dcitr03g0889011;Dcitr07g1216011;Dcitr09g0584011;Dcitr08g0205011;Dcitr07g1217011;Dcitr01g1215011;Dcitr06g0799013;Dcitr06g0801011;Dcitr13g0535011;Dcitr12g0519011;Dcitr07g0435011;Dcitr00g0678011;Dcitr09g0581011;Dcitr12g0490011;Dcitr06g0799012;Dcitr06g0799011;Dcitr10g0581011;Dcitr02g0734011;Dcitr02g0733011;Dcitr05g0917011;Dcitr03g0432011;Dcitr09g0578011;Dcitr08g0215011;Dcitr07g0689011;Dcitr03g0897011;Dcitr02g1222011;Dcitr10g0584011;Dcitr03g0153011;Dcitr02g1220011;Dcitr03g0456011;Dcitr12g0520011
Reactome: R-HSA-2214320	Anchoring fibril formation	3	Dcitr06g0134011;Dcitr00g0159011;Dcitr00g0160011
Reactome: R-HSA-6781823	Formation of TC-NER Pre-Incision Complex	61	Dcitr01g0867011;Dcitr04g0617011;Dcitr05g1580011;Dcitr10g0693011;Dcitr00g0320011;Dcitr05g0904011;Dcitr01g1336011;Dcitr01g2237011;Dcitr10g0620012;Dcitr03g1323011;Dcitr00g1146011;Dcitr01g2272011;Dcitr12g0880011;Dcitr02g0968011;Dcitr01g0232011;Dcitr07g0600011;Dcitr01g2241011;Dcitr05g1577011;Dcitr10g0690011;Dcitr10g0139011;Dcitr01g1192011;Dcitr00g0877011;Dcitr07g0607011;Dcitr01g2242011;Dcitr12g0877011;Dcitr09g0145011;Dcitr10g0691011;Dcitr00g0818011;Dcitr03g1317011;Dcitr10g0620013;Dcitr02g1483011;Dcitr12g0503011;Dcitr01g1787011;Dcitr12g0505011;Dcitr01g1588011;Dcitr01g0865011;Dcitr05g0902011;Dcitr06g0923012;Dcitr00g1150011;Dcitr12g0603011;Dcitr01g0230011;Dcitr12g0861011;Dcitr02g1890011;Dcitr10g0623011;Dcitr02g2012011;Dcitr12g0498011;Dcitr04g0619011;Dcitr04g1378011;Dcitr02g1880011;Dcitr06g0923011;Dcitr03g1423011;Dcitr13g0291011;Dcitr02g1881011;Dcitr00g0319011;Dcitr01g1609011;Dcitr10g0620011;Dcitr04g1241011;Dcitr02g1888011;Dcitr02g0681011;Dcitr02g1988011;Dcitr03g1951011
Reactome: R-HSA-1296052	Ca2+ activated K+ channels	6	Dcitr11g0913012;Dcitr11g0913013;Dcitr11g0913011;Dcitr06g1120011;Dcitr06g1119011;Dcitr06g1121011
Reactome: R-HSA-2871837	FCERI mediated NF-kB activation	84	Dcitr06g0497011;Dcitr06g0638011;Dcitr04g1378011;Dcitr01g1647011;Dcitr09g0755011;Dcitr02g0589011;Dcitr09g0970011;Dcitr04g1223011;Dcitr06g0539013;Dcitr05g0452011;Dcitr00g1365011;Dcitr09g0968011;Dcitr01g0474011;Dcitr00g0135011;Dcitr04g1433011;Dcitr03g1691012;Dcitr03g0914011;Dcitr04g1412011;Dcitr00g0823011;Dcitr02g1206011;Dcitr02g1455011;Dcitr06g1291011;Dcitr03g1303011;Dcitr03g0471011;Dcitr09g0184011;Dcitr00g0535011;Dcitr06g0639011;Dcitr03g0908011;Dcitr09g0188011;Dcitr00g0877011;Dcitr00g1173011;Dcitr03g1691011;Dcitr03g1298011;Dcitr04g1203011;Dcitr06g0669011;Dcitr02g1444011;Dcitr05g0453011;Dcitr06g1296011;Dcitr06g0539011;Dcitr02g0738011;Dcitr03g0873011;Dcitr01g0349011;Dcitr04g0395011;Dcitr10g0292011;Dcitr01g0481011;Dcitr02g1200011;Dcitr09g0754011;Dcitr00g0826011;Dcitr02g1456011;Dcitr03g0901011;Dcitr10g0643011;Dcitr03g1691014;Dcitr10g0294011;Dcitr03g0366011;Dcitr06g0480011;Dcitr00g1531011;Dcitr02g1801011;Dcitr02g0728011;Dcitr10g0434011;Dcitr04g0369011;Dcitr01g1242011;Dcitr02g0591011;Dcitr03g1689011;Dcitr05g1464011;Dcitr02g1799011;Dcitr03g0869011;Dcitr03g0900011;Dcitr06g0536011;Dcitr03g1691013;Dcitr03g0872011;Dcitr10g0436011;Dcitr03g0469011;Dcitr06g0382011;Dcitr06g0670011;Dcitr00g1146011;Dcitr06g0478011;Dcitr06g0539012;Dcitr10g0292012;Dcitr06g0379011;Dcitr02g1483011;Dcitr09g0760011;Dcitr00g1450011;Dcitr09g0730011;Dcitr05g1471011
Reactome: R-HSA-5334118	DNA methylation	7	Dcitr08g1061012;Dcitr08g1061011;Dcitr08g0515011;Dcitr00g1068011;Dcitr08g0508011;Dcitr08g0509011;Dcitr00g0947011
Reactome: R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	5	Dcitr07g0481011;Dcitr02g0774011;Dcitr07g0478011;Dcitr02g0765011;Dcitr02g0769011
Reactome: R-HSA-5625740	RHO GTPases activate PKNs	4	Dcitr05g1228011;Dcitr10g0643011;Dcitr11g0768011;Dcitr01g1656011
Reactome: R-HSA-6803157	Antimicrobial peptides	3	Dcitr01g1768011;Dcitr01g1770011;Dcitr11g0279011
Reactome: R-HSA-429947	Deadenylation of mRNA	23	Dcitr02g0614011;Dcitr02g0615011;Dcitr02g0617011;Dcitr07g1140011;Dcitr13g0266011;Dcitr05g0292011;Dcitr02g0944011;Dcitr07g1117011;Dcitr07g1119011;Dcitr12g0380011;Dcitr05g0540011;Dcitr05g0294011;Dcitr13g0255011;Dcitr01g1308012;Dcitr12g0388011;Dcitr08g0638011;Dcitr01g1302011;Dcitr07g1138011;Dcitr13g0259011;Dcitr01g1480011;Dcitr13g0257011;Dcitr01g1302012;Dcitr01g1308011
Reactome: R-HSA-72731	Recycling of eIF2:GDP	5	Dcitr05g1097011;Dcitr05g1099011;Dcitr07g1143011;Dcitr07g1139011;Dcitr05g1100011
Reactome: R-HSA-5632684	Hedgehog 'on' state	83	Dcitr03g0471011;Dcitr05g1060011;Dcitr09g0184011;Dcitr06g1291011;Dcitr02g1455011;Dcitr02g1206011;Dcitr04g1412011;Dcitr05g1052011;Dcitr03g0908011;Dcitr06g0639011;Dcitr00g0535011;Dcitr06g0669011;Dcitr04g1203011;Dcitr03g1691011;Dcitr00g1173011;Dcitr00g0877011;Dcitr09g0188011;Dcitr06g0539011;Dcitr02g0738011;Dcitr02g1444011;Dcitr05g0453011;Dcitr06g1296011;Dcitr06g0638011;Dcitr06g0497011;Dcitr09g0755011;Dcitr01g1647011;Dcitr04g1378011;Dcitr07g0137011;Dcitr01g0474011;Dcitr09g0968011;Dcitr00g1365011;Dcitr05g0452011;Dcitr06g0539013;Dcitr09g0970011;Dcitr04g1223011;Dcitr02g0589011;Dcitr03g0914011;Dcitr03g1691012;Dcitr04g1433011;Dcitr03g1691013;Dcitr06g0536011;Dcitr03g0900011;Dcitr02g1799011;Dcitr05g1464011;Dcitr03g0869011;Dcitr03g0688011;Dcitr03g1689011;Dcitr00g1146011;Dcitr06g0670011;Dcitr06g0382011;Dcitr03g0469011;Dcitr03g0685011;Dcitr01g1665011;Dcitr03g0872011;Dcitr06g0539012;Dcitr06g0478011;Dcitr05g1471011;Dcitr09g0730011;Dcitr03g0682011;Dcitr00g1450011;Dcitr09g0760011;Dcitr06g0379011;Dcitr02g1483011;Dcitr10g0292012;Dcitr02g1456011;Dcitr03g0901011;Dcitr00g0826011;Dcitr02g1200011;Dcitr09g0754011;Dcitr04g0395011;Dcitr01g0481011;Dcitr10g0292011;Dcitr03g0873011;Dcitr03g0366011;Dcitr10g0294011;Dcitr03g1691014;Dcitr04g0369011;Dcitr02g0728011;Dcitr02g1801011;Dcitr00g1531011;Dcitr06g0480011;Dcitr02g0591011;Dcitr01g1242011
Reactome: R-HSA-6791055	TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P	1	Dcitr06g1089011
Reactome: R-HSA-69541	Stabilization of p53	4	Dcitr00g0877011;Dcitr02g1483011;Dcitr04g1378011;Dcitr00g1146011
Reactome: R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex	9	Dcitr12g0881011;Dcitr06g0229011;Dcitr03g0319011;Dcitr04g0543011;Dcitr13g0456011;Dcitr06g0231011;Dcitr05g1587011;Dcitr06g0207011;Dcitr12g0862011
Reactome: R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	7	Dcitr05g0750011;Dcitr10g0993011;Dcitr05g0751011;Dcitr10g0252011;Dcitr05g0762011;Dcitr02g1097011;Dcitr10g0267012
Reactome: R-HSA-70263	Gluconeogenesis	27	Dcitr01g0319011;Dcitr02g0760011;Dcitr11g0914011;Dcitr02g1355011;Dcitr11g0914014;Dcitr05g1024011;Dcitr11g0914013;Dcitr01g0320011;Dcitr11g0786011;Dcitr00g0174011;Dcitr10g1103011;Dcitr09g0339011;Dcitr04g0251011;Dcitr10g0803011;Dcitr11g0808011;Dcitr10g0805012;Dcitr00g1111011;Dcitr08g0264011;Dcitr01g0316011;Dcitr11g0914015;Dcitr11g0784011;Dcitr11g0807011;Dcitr11g0914012;Dcitr08g0161011;Dcitr00g0646011;Dcitr08g0276011;Dcitr10g0805011
Reactome: R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	48	Dcitr01g0959011;Dcitr05g0494011;Dcitr00g0612011;Dcitr05g1695011;Dcitr04g0945011;Dcitr03g1498011;Dcitr05g1698011;Dcitr05g1693011;Dcitr05g1704011;Dcitr12g0290011;Dcitr02g1192011;Dcitr06g1469011;Dcitr09g0440011;Dcitr11g0313011;Dcitr06g0854011;Dcitr00g0459011;Dcitr00g0969011;Dcitr08g0780011;Dcitr04g0950011;Dcitr10g0955011;Dcitr06g1470011;Dcitr00g0276011;Dcitr04g1283011;Dcitr05g0524011;Dcitr04g0734011;Dcitr06g0878011;Dcitr04g0737011;Dcitr07g0829011;Dcitr03g1501011;Dcitr00g1394011;Dcitr01g1093011;Dcitr00g0910011;Dcitr02g1457011;Dcitr02g1275011;Dcitr10g0225011;Dcitr01g0167011;Dcitr05g0511011;Dcitr04g1316011;Dcitr05g0511012;Dcitr07g0830011;Dcitr05g0522011;Dcitr01g1026011;Dcitr13g0694011;Dcitr10g0236011;Dcitr05g0184011;Dcitr02g1164011;Dcitr11g0313012;Dcitr13g0686011
Reactome: R-HSA-68877	Mitotic Prometaphase	69	Dcitr12g1003011;Dcitr12g0873011;Dcitr13g0656011;Dcitr01g1042011;Dcitr01g1854011;Dcitr10g0870011;Dcitr01g1500011;Dcitr01g1040011;Dcitr11g0230011;Dcitr12g0999011;Dcitr02g0477011;Dcitr07g1247011;Dcitr05g1093011;Dcitr05g0385011;Dcitr03g0351011;Dcitr07g1305011;Dcitr09g0270011;Dcitr05g0549012;Dcitr02g0111011;Dcitr12g0872011;Dcitr03g1095011;Dcitr01g1890011;Dcitr11g0702011;Dcitr03g0567011;Dcitr06g0120011;Dcitr09g0112011;Dcitr10g0863011;Dcitr07g1244011;Dcitr03g0565011;Dcitr01g1496011;Dcitr09g0265011;Dcitr09g0142011;Dcitr03g0348011;Dcitr07g0746011;Dcitr03g0169011;Dcitr03g1513011;Dcitr10g0431011;Dcitr01g0716011;Dcitr01g0720011;Dcitr04g0107011;Dcitr01g0350011;Dcitr01g1856011;Dcitr05g0549011;Dcitr01g1885011;Dcitr10g0134011;Dcitr03g0993011;Dcitr08g0368011;Dcitr01g1895011;Dcitr01g1859011;Dcitr05g0389011;Dcitr10g0863012;Dcitr02g0114011;Dcitr04g1024011;Dcitr10g0773011;Dcitr04g1017011;Dcitr01g1855011;Dcitr11g0701011;Dcitr05g1451011;Dcitr07g1308011;Dcitr01g0716012;Dcitr03g1094011;Dcitr03g1512011;Dcitr00g1464011;Dcitr07g1242011;Dcitr00g1232011;Dcitr01g1501011;Dcitr04g0124011;Dcitr12g0858011;Dcitr10g0433011
Reactome: R-HSA-1362409	Mitochondrial iron-sulfur cluster biogenesis	15	Dcitr06g1082011;Dcitr05g0492011;Dcitr12g0116011;Dcitr05g0495011;Dcitr08g0905011;Dcitr01g0675011;Dcitr03g1904011;Dcitr12g0616011;Dcitr00g1296011;Dcitr04g0146011;Dcitr04g0145011;Dcitr12g0127011;Dcitr12g0118011;Dcitr00g0579011;Dcitr03g1901011
Reactome: R-HSA-3928663	EPHA-mediated growth cone collapse	2	Dcitr04g0782011;Dcitr04g0779011
Reactome: R-HSA-77588	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	8	Dcitr03g0507011;Dcitr01g1476011;Dcitr02g0331011;Dcitr12g0165011;Dcitr02g0319011;Dcitr10g0356011;Dcitr03g0509011;Dcitr03g1619011
Reactome: R-HSA-205043	NRIF signals cell death from the nucleus	9	Dcitr02g1483011;Dcitr04g0121011;Dcitr04g1378011;Dcitr03g0866011;Dcitr02g0528011;Dcitr00g1146011;Dcitr00g0877011;Dcitr04g0459011;Dcitr10g0120011
Reactome: R-HSA-70921	Histidine catabolism	2	Dcitr06g0614011;Dcitr06g0611011
Reactome: R-HSA-163210	Formation of ATP by chemiosmotic coupling	21	Dcitr00g0678011;Dcitr07g0435011;Dcitr12g0490011;Dcitr01g1215011;Dcitr03g0456011;Dcitr13g0535011;Dcitr12g0519011;Dcitr12g0520011;Dcitr03g0153011;Dcitr02g1220011;Dcitr07g1217011;Dcitr02g1222011;Dcitr03g0432011;Dcitr07g1216011;Dcitr03g0148011;Dcitr02g0733011;Dcitr12g0492011;Dcitr05g0917011;Dcitr02g0734011;Dcitr12g0517011;Dcitr03g0156011
Reactome: R-HSA-5358749	S37 mutants of beta-catenin aren't phosphorylated	7	Dcitr03g1095011;Dcitr03g1509011;Dcitr03g0351011;Dcitr03g1094011;Dcitr07g1279011;Dcitr03g1505011;Dcitr03g0348011
Reactome: R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	1	Dcitr02g1097011
Reactome: R-HSA-4551295	Defective ALG11 causes ALG11-CDG (CDG-1p)	2	Dcitr00g0787011;Dcitr07g0585011
Reactome: R-HSA-4641257	Degradation of AXIN	79	Dcitr09g0184011;Dcitr03g0616011;Dcitr03g0471011;Dcitr06g1291011;Dcitr04g1412011;Dcitr02g1455011;Dcitr02g1206011;Dcitr03g0908011;Dcitr06g0639011;Dcitr00g0535011;Dcitr03g1691011;Dcitr06g0669011;Dcitr04g1203011;Dcitr09g0188011;Dcitr00g1173011;Dcitr00g0877011;Dcitr02g0738011;Dcitr06g0539011;Dcitr02g1444011;Dcitr06g1296011;Dcitr05g0453011;Dcitr06g0497011;Dcitr06g0638011;Dcitr01g1647011;Dcitr09g0755011;Dcitr04g1378011;Dcitr10g0314011;Dcitr03g0621011;Dcitr09g0968011;Dcitr05g0452011;Dcitr00g1365011;Dcitr01g0474011;Dcitr04g1223011;Dcitr02g0589011;Dcitr09g0970011;Dcitr06g0539013;Dcitr03g1691012;Dcitr04g1433011;Dcitr03g0914011;Dcitr06g0536011;Dcitr03g1691013;Dcitr03g1689011;Dcitr03g0900011;Dcitr02g1799011;Dcitr05g1464011;Dcitr03g0869011;Dcitr03g0469011;Dcitr06g0382011;Dcitr06g0670011;Dcitr00g1146011;Dcitr03g0872011;Dcitr06g0539012;Dcitr06g0478011;Dcitr00g1450011;Dcitr09g0760011;Dcitr05g1471011;Dcitr09g0730011;Dcitr10g0292012;Dcitr06g0379011;Dcitr02g1483011;Dcitr02g1456011;Dcitr03g0901011;Dcitr10g0292011;Dcitr04g0395011;Dcitr01g0481011;Dcitr03g0873011;Dcitr00g0826011;Dcitr02g1200011;Dcitr09g0754011;Dcitr10g0294011;Dcitr03g0366011;Dcitr03g1691014;Dcitr02g0728011;Dcitr02g1801011;Dcitr04g0369011;Dcitr06g0480011;Dcitr00g1531011;Dcitr02g0591011;Dcitr01g1242011
Reactome: R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	21	Dcitr05g0343011;Dcitr00g1276011;Dcitr08g0388011;Dcitr03g1525011;Dcitr02g1858011;Dcitr03g1527011;Dcitr02g0121011;Dcitr03g1999011;Dcitr02g0475011;Dcitr03g1826011;Dcitr05g0344011;Dcitr03g1629011;Dcitr11g0878011;Dcitr02g0473011;Dcitr11g0880011;Dcitr03g1529011;Dcitr03g1623011;Dcitr03g1953011;Dcitr13g0429011;Dcitr08g0355011;Dcitr03g1828011
Reactome: R-HSA-975634	Retinoid metabolism and transport	16	Dcitr05g1031011;Dcitr01g0566011;Dcitr09g0437011;Dcitr05g1711011;Dcitr08g0932011;Dcitr05g1709012;Dcitr01g1853011;Dcitr05g1709011;Dcitr00g1357011;Dcitr09g0438011;Dcitr13g0246011;Dcitr05g1032011;Dcitr09g0467011;Dcitr08g0935011;Dcitr11g0686011;Dcitr05g1709013
Reactome: R-HSA-68827	CDT1 association with the CDC6:ORC:origin complex	87	Dcitr03g1691014;Dcitr10g0294011;Dcitr03g0366011;Dcitr04g1245011;Dcitr03g0873011;Dcitr10g0292011;Dcitr04g0395011;Dcitr01g0481011;Dcitr09g0754011;Dcitr02g1200011;Dcitr00g0826011;Dcitr03g0901011;Dcitr02g1456011;Dcitr09g0889011;Dcitr01g1242011;Dcitr02g0591011;Dcitr06g0480011;Dcitr00g1531011;Dcitr02g1801011;Dcitr02g0728011;Dcitr04g0369011;Dcitr03g0872011;Dcitr03g0469011;Dcitr06g0382011;Dcitr06g0670011;Dcitr00g1146011;Dcitr03g1689011;Dcitr03g0869011;Dcitr05g1464011;Dcitr02g1799011;Dcitr03g0900011;Dcitr00g0413011;Dcitr06g0536011;Dcitr03g1691013;Dcitr10g0292012;Dcitr01g0251011;Dcitr06g0379011;Dcitr04g0863011;Dcitr02g1483011;Dcitr09g0760011;Dcitr00g1450011;Dcitr09g0730011;Dcitr05g1471011;Dcitr09g0894011;Dcitr06g0478011;Dcitr06g0539012;Dcitr04g1378011;Dcitr01g1647011;Dcitr09g0755011;Dcitr06g0497011;Dcitr06g0638011;Dcitr04g1433011;Dcitr01g0511011;Dcitr03g1691012;Dcitr03g0914011;Dcitr04g0250011;Dcitr04g1223011;Dcitr09g0970011;Dcitr02g0589011;Dcitr06g0539013;Dcitr05g0452011;Dcitr00g1365011;Dcitr09g0968011;Dcitr01g0474011;Dcitr00g0535011;Dcitr06g0639011;Dcitr04g0858011;Dcitr01g0250011;Dcitr03g0908011;Dcitr04g1412011;Dcitr02g1206011;Dcitr02g1455011;Dcitr06g1291011;Dcitr03g0471011;Dcitr09g0184011;Dcitr06g1296011;Dcitr02g1444011;Dcitr05g0453011;Dcitr06g0539011;Dcitr02g0738011;Dcitr09g0188011;Dcitr00g0877011;Dcitr00g1173011;Dcitr04g0862011;Dcitr03g1691011;Dcitr04g1203011;Dcitr06g0669011
Reactome: R-HSA-3214815	HDACs deacetylate histones	22	Dcitr02g0942011;Dcitr03g1478011;Dcitr05g1195011;Dcitr08g0153011;Dcitr02g0504011;Dcitr04g1381011;Dcitr05g1193011;Dcitr03g1129011;Dcitr08g0151011;Dcitr03g1471011;Dcitr01g1138011;Dcitr03g1478012;Dcitr04g1401011;Dcitr06g1453011;Dcitr01g1140011;Dcitr12g0674011;Dcitr11g0496011;Dcitr00g1068011;Dcitr00g0947011;Dcitr03g1123011;Dcitr04g1401012;Dcitr02g0500011
Reactome: R-HSA-182218	Nef Mediated CD8 Down-regulation	7	Dcitr03g0803011;Dcitr03g0799011;Dcitr00g0632011;Dcitr06g0284011;Dcitr03g0790011;Dcitr01g0124011;Dcitr01g0123011
Reactome: R-HSA-198693	AKT phosphorylates targets in the nucleus	2	Dcitr06g1422011;Dcitr06g1422012
Reactome: R-HSA-6798695	Neutrophil degranulation	169	Dcitr03g0309011;Dcitr00g0535011;Dcitr01g1110012;Dcitr00g0625011;Dcitr11g0542011;Dcitr03g1965011;Dcitr02g1492011;Dcitr01g1105011;Dcitr01g1687011;Dcitr09g0184011;Dcitr02g1489011;Dcitr05g0762011;Dcitr05g0453011;Dcitr06g0544011;Dcitr01g1105012;Dcitr05g0346011;Dcitr02g0193011;Dcitr00g0682011;Dcitr01g1428011;Dcitr02g0989011;Dcitr04g1551011;Dcitr00g0450011;Dcitr02g0379011;Dcitr00g0622011;Dcitr03g1657011;Dcitr03g1049011;Dcitr09g0755011;Dcitr03g0290011;Dcitr05g0750011;Dcitr10g0665011;Dcitr00g0761011;Dcitr06g1554011;Dcitr04g1640011;Dcitr01g1165011;Dcitr06g0539013;Dcitr05g1709013;Dcitr02g1199011;Dcitr01g0474011;Dcitr12g0144011;Dcitr12g0139011;Dcitr05g0207011;Dcitr00g0674011;Dcitr06g0623011;Dcitr07g0232011;Dcitr01g1423011;Dcitr02g1799011;Dcitr04g1644011;Dcitr06g0635011;Dcitr04g0199011;Dcitr06g1364011;Dcitr05g0751011;Dcitr09g0730011;Dcitr00g0817011;Dcitr09g0760011;Dcitr09g0203011;Dcitr04g0198011;Dcitr07g0583011;Dcitr01g1081011;Dcitr08g1131011;Dcitr05g0580011;Dcitr08g1132012;Dcitr11g0462011;Dcitr06g0131011;Dcitr00g0251011;Dcitr12g0861011;Dcitr01g1110014;Dcitr05g0839011;Dcitr02g0482011;Dcitr02g1456011;Dcitr02g1489012;Dcitr12g0138011;Dcitr00g0824011;Dcitr05g0105011;Dcitr01g1110015;Dcitr02g0994011;Dcitr13g0537011;Dcitr00g1531011;Dcitr08g0542011;Dcitr07g0245011;Dcitr00g1278011;Dcitr01g0417011;Dcitr08g0979011;Dcitr02g1801011;Dcitr11g0218011;Dcitr05g0203011;Dcitr03g1833011;Dcitr04g1362011;Dcitr00g0646011;Dcitr03g1038011;Dcitr05g0593011;Dcitr12g0880011;Dcitr01g1112011;Dcitr05g0104011;Dcitr01g1110011;Dcitr02g1455011;Dcitr04g1412011;Dcitr11g0222011;Dcitr11g0785011;Dcitr04g1183011;Dcitr05g1353011;Dcitr10g0676011;Dcitr06g0539011;Dcitr02g1207011;Dcitr11g0461011;Dcitr00g0856011;Dcitr00g1218011;Dcitr05g0107011;Dcitr01g1111011;Dcitr09g0188011;Dcitr05g0841011;Dcitr06g0897011;Dcitr05g1625011;Dcitr07g0351011;Dcitr01g1647011;Dcitr01g1073011;Dcitr01g1349011;Dcitr00g1337011;Dcitr05g1292011;Dcitr02g0366011;Dcitr04g1433011;Dcitr07g0575011;Dcitr03g0542011;Dcitr00g0715011;Dcitr08g1132011;Dcitr05g1711011;Dcitr12g0140011;Dcitr07g0240011;Dcitr00g1218013;Dcitr03g1958011;Dcitr05g1464011;Dcitr07g0932011;Dcitr02g0954011;Dcitr03g0294011;Dcitr07g1148011;Dcitr05g1709012;Dcitr06g0536011;Dcitr04g1551012;Dcitr00g1017011;Dcitr06g0543011;Dcitr12g0877011;Dcitr05g1471011;Dcitr03g1959011;Dcitr06g1366011;Dcitr12g0516011;Dcitr06g1110011;Dcitr04g0459011;Dcitr04g0943011;Dcitr06g0539012;Dcitr00g1218012;Dcitr03g0366011;Dcitr01g0418011;Dcitr09g0754011;Dcitr03g0555011;Dcitr05g1709011;Dcitr01g0481011;Dcitr09g0210011;Dcitr02g0962011;Dcitr00g0250011;Dcitr07g0352011;Dcitr03g0110011;Dcitr12g0145011;Dcitr10g1052011;Dcitr01g1110013;Dcitr06g1111011;Dcitr03g0992011;Dcitr03g0170011;Dcitr05g0724011;Dcitr11g0783011;Dcitr04g0369011
Reactome: R-HSA-112409	RAF-independent MAPK1/3 activation	3	Dcitr01g0620011;Dcitr01g0619011;Dcitr10g0993011
